Time,Driver,DriverNumber,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,Team,Position,GP
0 days 01:44:23.483000,PER,11,27.0,1.0,MEDIUM,27.0,True,0 days 00:01:32.742000,0 days 00:00:30.002000,0 days 00:00:37.472000,0 days 00:00:25.268000,Red Bull Racing,8.0,Pre-Season Testing
0 days 01:45:55.718000,PER,11,28.0,1.0,MEDIUM,28.0,True,0 days 00:01:32.235000,0 days 00:00:29.820000,0 days 00:00:37.427000,0 days 00:00:24.988000,Red Bull Racing,8.0,Pre-Season Testing
0 days 01:47:46.277000,PER,11,29.0,2.0,SOFT,1.0,True,0 days 00:01:50.559000,0 days 00:00:49.110000,0 days 00:00:36.462000,0 days 00:00:24.987000,Red Bull Racing,13.0,Pre-Season Testing
0 days 01:49:17.685000,PER,11,30.0,2.0,SOFT,2.0,True,0 days 00:01:31.408000,0 days 00:00:29.472000,0 days 00:00:36.720000,0 days 00:00:25.216000,Red Bull Racing,12.0,Pre-Season Testing
0 days 01:50:49.217000,PER,11,31.0,2.0,SOFT,3.0,True,0 days 00:01:31.532000,0 days 00:00:29.571000,0 days 00:00:36.796000,0 days 00:00:25.165000,Red Bull Racing,12.0,Pre-Season Testing
0 days 01:52:33.597000,PER,11,32.0,2.0,SOFT,4.0,True,0 days 00:01:44.380000,0 days 00:00:29.591000,0 days 00:00:36.928000,0 days 00:00:37.861000,Red Bull Racing,10.0,Pre-Season Testing
0 days 01:54:41.681000,PER,11,33.0,2.0,SOFT,5.0,True,0 days 00:02:08.084000,0 days 00:00:41.647000,0 days 00:00:51.371000,0 days 00:00:35.066000,Red Bull Racing,8.0,Pre-Season Testing
0 days 01:56:47.485000,PER,11,34.0,2.0,SOFT,6.0,True,0 days 00:02:05.804000,0 days 00:00:42.804000,0 days 00:00:49.654000,0 days 00:00:33.346000,Red Bull Racing,8.0,Pre-Season Testing
0 days 01:59:09.798000,PER,11,35.0,2.0,SOFT,7.0,True,0 days 00:02:22.313000,0 days 00:00:45.116000,0 days 00:00:57.748000,0 days 00:00:39.449000,Red Bull Racing,8.0,Pre-Season Testing
0 days 02:01:34.892000,PER,11,36.0,2.0,SOFT,8.0,True,0 days 00:02:25.094000,0 days 00:00:52.822000,0 days 00:00:56.501000,0 days 00:00:35.771000,Red Bull Racing,8.0,Pre-Season Testing
0 days 02:04:00.352000,PER,11,37.0,2.0,SOFT,9.0,True,0 days 00:02:25.460000,0 days 00:00:52.660000,0 days 00:00:53.883000,0 days 00:00:38.917000,Red Bull Racing,8.0,Pre-Season Testing
0 days 02:06:16.977000,PER,11,38.0,2.0,SOFT,10.0,True,0 days 00:02:16.625000,0 days 00:00:41.076000,0 days 00:00:55.309000,0 days 00:00:40.240000,Red Bull Racing,8.0,Pre-Season Testing
0 days 02:07:49.480000,PER,11,39.0,2.0,SOFT,11.0,True,0 days 00:01:32.503000,0 days 00:00:29.361000,0 days 00:00:37.509000,0 days 00:00:25.633000,Red Bull Racing,8.0,Pre-Season Testing
0 days 02:09:21.389000,PER,11,40.0,2.0,SOFT,12.0,True,0 days 00:01:31.909000,0 days 00:00:29.446000,0 days 00:00:36.993000,0 days 00:00:25.470000,Red Bull Racing,8.0,Pre-Season Testing
0 days 02:10:52.780000,PER,11,41.0,2.0,SOFT,13.0,True,0 days 00:01:31.391000,0 days 00:00:29.132000,0 days 00:00:36.985000,0 days 00:00:25.274000,Red Bull Racing,8.0,Pre-Season Testing
0 days 02:12:24.496000,PER,11,42.0,2.0,SOFT,14.0,True,0 days 00:01:31.716000,0 days 00:00:29.184000,0 days 00:00:37.070000,0 days 00:00:25.462000,Red Bull Racing,8.0,Pre-Season Testing
0 days 02:13:56.501000,PER,11,43.0,2.0,SOFT,15.0,True,0 days 00:01:32.005000,0 days 00:00:29.171000,0 days 00:00:37.002000,0 days 00:00:25.832000,Red Bull Racing,7.0,Pre-Season Testing
0 days 02:15:28.213000,PER,11,44.0,2.0,SOFT,16.0,True,0 days 00:01:31.712000,0 days 00:00:29.383000,0 days 00:00:36.961000,0 days 00:00:25.368000,Red Bull Racing,7.0,Pre-Season Testing
0 days 02:16:59.784000,PER,11,45.0,2.0,SOFT,17.0,True,0 days 00:01:31.571000,0 days 00:00:29.104000,0 days 00:00:36.891000,0 days 00:00:25.576000,Red Bull Racing,7.0,Pre-Season Testing
0 days 02:18:31.459000,PER,11,46.0,2.0,SOFT,18.0,True,0 days 00:01:31.675000,0 days 00:00:29.205000,0 days 00:00:37.263000,0 days 00:00:25.207000,Red Bull Racing,6.0,Pre-Season Testing
0 days 02:20:02.964000,PER,11,47.0,2.0,SOFT,19.0,True,0 days 00:01:31.505000,0 days 00:00:29.226000,0 days 00:00:36.941000,0 days 00:00:25.338000,Red Bull Racing,6.0,Pre-Season Testing
0 days 02:21:34.173000,PER,11,48.0,2.0,SOFT,20.0,True,0 days 00:01:31.209000,0 days 00:00:29.269000,0 days 00:00:36.799000,0 days 00:00:25.141000,Red Bull Racing,6.0,Pre-Season Testing
0 days 02:23:05.533000,PER,11,49.0,2.0,SOFT,21.0,True,0 days 00:01:31.360000,0 days 00:00:29.306000,0 days 00:00:36.858000,0 days 00:00:25.196000,Red Bull Racing,6.0,Pre-Season Testing
0 days 02:24:36.672000,PER,11,50.0,2.0,SOFT,22.0,True,0 days 00:01:31.139000,0 days 00:00:29.215000,0 days 00:00:36.714000,0 days 00:00:25.210000,Red Bull Racing,6.0,Pre-Season Testing
0 days 02:26:07.586000,PER,11,51.0,2.0,SOFT,23.0,True,0 days 00:01:30.914000,0 days 00:00:29.181000,0 days 00:00:36.719000,0 days 00:00:25.014000,Red Bull Racing,6.0,Pre-Season Testing
0 days 02:27:38.774000,PER,11,52.0,2.0,SOFT,24.0,True,0 days 00:01:31.188000,0 days 00:00:29.160000,0 days 00:00:36.809000,0 days 00:00:25.219000,Red Bull Racing,6.0,Pre-Season Testing
0 days 01:03:48.980000,ALO,14,1.0,1.0,MEDIUM,2.0,False,0 days 00:01:40.026000,,0 days 00:00:38.930000,0 days 00:00:26.578000,Aston Martin,7.0,Pre-Season Testing
0 days 01:05:23.399000,ALO,14,2.0,1.0,MEDIUM,3.0,False,0 days 00:01:34.419000,0 days 00:00:30.019000,0 days 00:00:38.184000,0 days 00:00:26.216000,Aston Martin,7.0,Pre-Season Testing
0 days 01:06:56.823000,ALO,14,3.0,1.0,MEDIUM,4.0,False,0 days 00:01:33.424000,0 days 00:00:29.461000,0 days 00:00:38.136000,0 days 00:00:25.827000,Aston Martin,7.0,Pre-Season Testing
0 days 01:08:29.979000,ALO,14,4.0,1.0,MEDIUM,5.0,False,0 days 00:01:33.156000,0 days 00:00:29.311000,0 days 00:00:37.956000,0 days 00:00:25.889000,Aston Martin,7.0,Pre-Season Testing
0 days 01:10:04.136000,ALO,14,5.0,1.0,MEDIUM,6.0,False,0 days 00:01:34.157000,0 days 00:00:29.700000,0 days 00:00:38.245000,0 days 00:00:26.212000,Aston Martin,7.0,Pre-Season Testing
0 days 01:11:38.772000,ALO,14,6.0,1.0,MEDIUM,7.0,False,0 days 00:01:34.636000,0 days 00:00:29.935000,0 days 00:00:38.452000,0 days 00:00:26.249000,Aston Martin,7.0,Pre-Season Testing
0 days 01:13:13.417000,ALO,14,7.0,1.0,MEDIUM,8.0,False,0 days 00:01:34.645000,0 days 00:00:29.904000,0 days 00:00:38.838000,0 days 00:00:25.903000,Aston Martin,8.0,Pre-Season Testing
0 days 01:14:47.436000,ALO,14,8.0,1.0,MEDIUM,9.0,False,0 days 00:01:34.019000,0 days 00:00:29.808000,0 days 00:00:38.063000,0 days 00:00:26.148000,Aston Martin,8.0,Pre-Season Testing
0 days 01:16:21.093000,ALO,14,9.0,1.0,MEDIUM,10.0,False,0 days 00:01:33.657000,0 days 00:00:29.725000,0 days 00:00:37.858000,0 days 00:00:26.074000,Aston Martin,8.0,Pre-Season Testing
0 days 01:17:54.804000,ALO,14,10.0,1.0,MEDIUM,11.0,False,0 days 00:01:33.711000,0 days 00:00:29.682000,0 days 00:00:37.850000,0 days 00:00:26.179000,Aston Martin,8.0,Pre-Season Testing
0 days 01:19:28.541000,ALO,14,11.0,1.0,MEDIUM,12.0,False,0 days 00:01:33.737000,0 days 00:00:29.728000,0 days 00:00:37.938000,0 days 00:00:26.071000,Aston Martin,8.0,Pre-Season Testing
0 days 01:21:02.492000,ALO,14,12.0,1.0,MEDIUM,13.0,False,0 days 00:01:33.951000,0 days 00:00:29.945000,0 days 00:00:37.914000,0 days 00:00:26.092000,Aston Martin,8.0,Pre-Season Testing
0 days 01:22:36.057000,ALO,14,13.0,1.0,MEDIUM,14.0,False,0 days 00:01:33.565000,0 days 00:00:29.782000,0 days 00:00:37.746000,0 days 00:00:26.037000,Aston Martin,8.0,Pre-Season Testing
0 days 01:24:09.937000,ALO,14,14.0,1.0,MEDIUM,15.0,False,0 days 00:01:33.880000,0 days 00:00:29.998000,0 days 00:00:37.888000,0 days 00:00:25.994000,Aston Martin,8.0,Pre-Season Testing
0 days 01:25:43.673000,ALO,14,15.0,1.0,MEDIUM,16.0,False,0 days 00:01:33.736000,0 days 00:00:29.935000,0 days 00:00:37.836000,0 days 00:00:25.965000,Aston Martin,8.0,Pre-Season Testing
0 days 01:27:17.110000,ALO,14,16.0,1.0,MEDIUM,17.0,False,0 days 00:01:33.437000,0 days 00:00:29.883000,0 days 00:00:37.682000,0 days 00:00:25.872000,Aston Martin,8.0,Pre-Season Testing
0 days 01:28:50.298000,ALO,14,17.0,1.0,MEDIUM,18.0,False,0 days 00:01:33.188000,0 days 00:00:29.839000,0 days 00:00:37.445000,0 days 00:00:25.904000,Aston Martin,8.0,Pre-Season Testing
0 days 01:30:23.615000,ALO,14,18.0,1.0,MEDIUM,19.0,False,0 days 00:01:33.317000,0 days 00:00:29.918000,0 days 00:00:37.584000,0 days 00:00:25.815000,Aston Martin,8.0,Pre-Season Testing
0 days 01:31:56.800000,ALO,14,19.0,1.0,MEDIUM,20.0,False,0 days 00:01:33.185000,0 days 00:00:29.909000,0 days 00:00:37.553000,0 days 00:00:25.723000,Aston Martin,7.0,Pre-Season Testing
0 days 01:33:29.816000,ALO,14,20.0,1.0,MEDIUM,21.0,False,0 days 00:01:33.016000,0 days 00:00:29.725000,0 days 00:00:37.534000,0 days 00:00:25.757000,Aston Martin,7.0,Pre-Season Testing
0 days 01:35:03.006000,ALO,14,21.0,1.0,MEDIUM,22.0,False,0 days 00:01:33.190000,0 days 00:00:29.899000,0 days 00:00:37.508000,0 days 00:00:25.783000,Aston Martin,7.0,Pre-Season Testing
0 days 01:36:36.098000,ALO,14,22.0,1.0,MEDIUM,23.0,False,0 days 00:01:33.092000,0 days 00:00:29.805000,0 days 00:00:37.487000,0 days 00:00:25.800000,Aston Martin,7.0,Pre-Season Testing
0 days 01:38:09.124000,ALO,14,23.0,1.0,MEDIUM,24.0,False,0 days 00:01:33.026000,0 days 00:00:29.727000,0 days 00:00:37.577000,0 days 00:00:25.722000,Aston Martin,7.0,Pre-Season Testing
0 days 01:39:42.141000,ALO,14,24.0,1.0,MEDIUM,25.0,False,0 days 00:01:33.017000,0 days 00:00:29.916000,0 days 00:00:37.416000,0 days 00:00:25.685000,Aston Martin,7.0,Pre-Season Testing
0 days 01:41:15.219000,ALO,14,25.0,1.0,MEDIUM,26.0,False,0 days 00:01:33.078000,0 days 00:00:29.773000,0 days 00:00:37.637000,0 days 00:00:25.668000,Aston Martin,7.0,Pre-Season Testing
0 days 01:42:48.371000,ALO,14,26.0,1.0,MEDIUM,27.0,False,0 days 00:01:33.152000,0 days 00:00:29.820000,0 days 00:00:37.724000,0 days 00:00:25.608000,Aston Martin,7.0,Pre-Season Testing
0 days 01:44:21.285000,ALO,14,27.0,1.0,MEDIUM,28.0,False,0 days 00:01:32.914000,0 days 00:00:29.825000,0 days 00:00:37.593000,0 days 00:00:25.496000,Aston Martin,6.0,Pre-Season Testing
0 days 01:45:54.029000,ALO,14,28.0,1.0,MEDIUM,29.0,False,0 days 00:01:32.744000,0 days 00:00:29.672000,0 days 00:00:37.545000,0 days 00:00:25.527000,Aston Martin,6.0,Pre-Season Testing
0 days 01:47:26.756000,ALO,14,29.0,1.0,MEDIUM,30.0,False,0 days 00:01:32.727000,0 days 00:00:29.803000,0 days 00:00:37.454000,0 days 00:00:25.470000,Aston Martin,5.0,Pre-Season Testing
0 days 01:48:59.442000,ALO,14,30.0,1.0,MEDIUM,31.0,False,0 days 00:01:32.686000,0 days 00:00:29.735000,0 days 00:00:37.458000,0 days 00:00:25.493000,Aston Martin,4.0,Pre-Season Testing
0 days 01:50:32.358000,ALO,14,31.0,1.0,MEDIUM,32.0,False,0 days 00:01:32.916000,0 days 00:00:29.818000,0 days 00:00:37.416000,0 days 00:00:25.682000,Aston Martin,4.0,Pre-Season Testing
0 days 01:52:10.917000,ALO,14,32.0,1.0,MEDIUM,33.0,False,0 days 00:01:38.559000,0 days 00:00:29.731000,0 days 00:00:37.467000,0 days 00:00:31.361000,Aston Martin,4.0,Pre-Season Testing
0 days 01:54:14.847000,ALO,14,33.0,1.0,MEDIUM,34.0,False,0 days 00:02:03.930000,0 days 00:00:41.955000,0 days 00:00:52.048000,0 days 00:00:29.927000,Aston Martin,4.0,Pre-Season Testing
0 days 01:56:42.060000,ALO,14,34.0,2.0,SOFT,4.0,False,0 days 00:02:27.213000,0 days 00:01:03.050000,0 days 00:00:49.851000,0 days 00:00:34.312000,Aston Martin,6.0,Pre-Season Testing
0 days 01:59:07.251000,ALO,14,35.0,2.0,SOFT,5.0,False,0 days 00:02:25.191000,0 days 00:00:46.616000,0 days 00:00:59.038000,0 days 00:00:39.537000,Aston Martin,6.0,Pre-Season Testing
0 days 02:01:32.678000,ALO,14,36.0,2.0,SOFT,6.0,False,0 days 00:02:25.427000,0 days 00:00:52.869000,0 days 00:00:56.761000,0 days 00:00:35.797000,Aston Martin,6.0,Pre-Season Testing
0 days 02:03:57.952000,ALO,14,37.0,2.0,SOFT,7.0,False,0 days 00:02:25.274000,0 days 00:00:51.871000,0 days 00:00:54.384000,0 days 00:00:39.019000,Aston Martin,6.0,Pre-Season Testing
0 days 02:06:15.907000,ALO,14,38.0,2.0,SOFT,8.0,False,0 days 00:02:17.955000,0 days 00:00:41.475000,0 days 00:00:55.737000,0 days 00:00:40.743000,Aston Martin,6.0,Pre-Season Testing
0 days 02:07:48.227000,ALO,14,39.0,2.0,SOFT,9.0,False,0 days 00:01:32.320000,0 days 00:00:29.309000,0 days 00:00:37.273000,0 days 00:00:25.738000,Aston Martin,6.0,Pre-Season Testing
0 days 02:09:19.918000,ALO,14,40.0,2.0,SOFT,10.0,False,0 days 00:01:31.691000,0 days 00:00:29.268000,0 days 00:00:37.030000,0 days 00:00:25.393000,Aston Martin,6.0,Pre-Season Testing
0 days 02:10:51.570000,ALO,14,41.0,2.0,SOFT,11.0,False,0 days 00:01:31.652000,0 days 00:00:29.164000,0 days 00:00:37.087000,0 days 00:00:25.401000,Aston Martin,6.0,Pre-Season Testing
0 days 02:12:23.399000,ALO,14,42.0,2.0,SOFT,12.0,False,0 days 00:01:31.829000,0 days 00:00:29.264000,0 days 00:00:37.063000,0 days 00:00:25.502000,Aston Martin,6.0,Pre-Season Testing
0 days 02:13:55.146000,ALO,14,43.0,2.0,SOFT,13.0,False,0 days 00:01:31.747000,0 days 00:00:29.351000,0 days 00:00:36.950000,0 days 00:00:25.446000,Aston Martin,6.0,Pre-Season Testing
0 days 02:15:27.277000,ALO,14,44.0,2.0,SOFT,14.0,False,0 days 00:01:32.131000,0 days 00:00:29.444000,0 days 00:00:37.102000,0 days 00:00:25.585000,Aston Martin,6.0,Pre-Season Testing
0 days 02:16:59.313000,ALO,14,45.0,2.0,SOFT,15.0,False,0 days 00:01:32.036000,0 days 00:00:29.361000,0 days 00:00:37.053000,0 days 00:00:25.622000,Aston Martin,6.0,Pre-Season Testing
0 days 02:18:32.204000,ALO,14,46.0,2.0,SOFT,16.0,False,0 days 00:01:32.891000,0 days 00:00:29.365000,0 days 00:00:37.132000,0 days 00:00:26.394000,Aston Martin,7.0,Pre-Season Testing
0 days 02:20:04.032000,ALO,14,47.0,2.0,SOFT,17.0,False,0 days 00:01:31.828000,0 days 00:00:29.292000,0 days 00:00:37.162000,0 days 00:00:25.374000,Aston Martin,7.0,Pre-Season Testing
0 days 02:21:35.370000,ALO,14,48.0,2.0,SOFT,18.0,False,0 days 00:01:31.338000,0 days 00:00:29.103000,0 days 00:00:36.926000,0 days 00:00:25.309000,Aston Martin,7.0,Pre-Season Testing
0 days 02:23:07.445000,ALO,14,49.0,2.0,SOFT,19.0,False,0 days 00:01:32.075000,0 days 00:00:29.414000,0 days 00:00:37.105000,0 days 00:00:25.556000,Aston Martin,7.0,Pre-Season Testing
0 days 02:24:39.444000,ALO,14,50.0,2.0,SOFT,20.0,False,0 days 00:01:31.999000,0 days 00:00:29.339000,0 days 00:00:37.108000,0 days 00:00:25.552000,Aston Martin,7.0,Pre-Season Testing
0 days 02:26:11.374000,ALO,14,51.0,2.0,SOFT,21.0,False,0 days 00:01:31.930000,0 days 00:00:29.321000,0 days 00:00:37.031000,0 days 00:00:25.578000,Aston Martin,7.0,Pre-Season Testing
0 days 02:27:43.085000,ALO,14,52.0,2.0,SOFT,22.0,False,0 days 00:01:31.711000,0 days 00:00:29.243000,0 days 00:00:36.974000,0 days 00:00:25.494000,Aston Martin,7.0,Pre-Season Testing
0 days 01:03:47.254000,LEC,16,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:38.300000,,0 days 00:00:38.716000,0 days 00:00:26.084000,Ferrari,4.0,Pre-Season Testing
0 days 01:05:21.248000,LEC,16,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:33.994000,0 days 00:00:29.616000,0 days 00:00:38.175000,0 days 00:00:26.203000,Ferrari,4.0,Pre-Season Testing
0 days 01:06:54.182000,LEC,16,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:32.934000,0 days 00:00:29.544000,0 days 00:00:37.782000,0 days 00:00:25.608000,Ferrari,4.0,Pre-Season Testing
0 days 01:08:27.143000,LEC,16,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:32.961000,0 days 00:00:29.430000,0 days 00:00:37.794000,0 days 00:00:25.737000,Ferrari,4.0,Pre-Season Testing
0 days 01:10:01.552000,LEC,16,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:34.409000,0 days 00:00:29.912000,0 days 00:00:38.013000,0 days 00:00:26.484000,Ferrari,4.0,Pre-Season Testing
0 days 01:11:35.313000,LEC,16,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:33.761000,0 days 00:00:29.929000,0 days 00:00:37.848000,0 days 00:00:25.984000,Ferrari,4.0,Pre-Season Testing
0 days 01:13:08.716000,LEC,16,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:33.403000,0 days 00:00:29.706000,0 days 00:00:37.814000,0 days 00:00:25.883000,Ferrari,4.0,Pre-Season Testing
0 days 01:14:41.960000,LEC,16,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:33.244000,0 days 00:00:29.749000,0 days 00:00:37.691000,0 days 00:00:25.804000,Ferrari,4.0,Pre-Season Testing
0 days 01:16:15.047000,LEC,16,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:33.087000,0 days 00:00:29.728000,0 days 00:00:37.743000,0 days 00:00:25.616000,Ferrari,4.0,Pre-Season Testing
0 days 01:17:48.214000,LEC,16,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:33.167000,0 days 00:00:29.678000,0 days 00:00:37.716000,0 days 00:00:25.773000,Ferrari,4.0,Pre-Season Testing
0 days 01:19:21.262000,LEC,16,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:33.048000,0 days 00:00:29.640000,0 days 00:00:37.667000,0 days 00:00:25.741000,Ferrari,4.0,Pre-Season Testing
0 days 01:20:54.883000,LEC,16,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:33.621000,0 days 00:00:30.025000,0 days 00:00:37.742000,0 days 00:00:25.854000,Ferrari,4.0,Pre-Season Testing
0 days 01:22:28.097000,LEC,16,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:33.214000,0 days 00:00:29.752000,0 days 00:00:37.585000,0 days 00:00:25.877000,Ferrari,4.0,Pre-Season Testing
0 days 01:24:01.620000,LEC,16,14.0,1.0,MEDIUM,14.0,True,0 days 00:01:33.523000,0 days 00:00:30.064000,0 days 00:00:37.758000,0 days 00:00:25.701000,Ferrari,4.0,Pre-Season Testing
0 days 01:25:35.162000,LEC,16,15.0,1.0,MEDIUM,15.0,True,0 days 00:01:33.542000,0 days 00:00:30.096000,0 days 00:00:37.661000,0 days 00:00:25.785000,Ferrari,4.0,Pre-Season Testing
0 days 01:27:08.410000,LEC,16,16.0,1.0,MEDIUM,16.0,True,0 days 00:01:33.248000,0 days 00:00:29.940000,0 days 00:00:37.627000,0 days 00:00:25.681000,Ferrari,4.0,Pre-Season Testing
0 days 01:28:41.561000,LEC,16,17.0,1.0,MEDIUM,17.0,True,0 days 00:01:33.151000,0 days 00:00:29.878000,0 days 00:00:37.442000,0 days 00:00:25.831000,Ferrari,4.0,Pre-Season Testing
0 days 01:30:14.036000,LEC,16,18.0,1.0,MEDIUM,18.0,True,0 days 00:01:32.475000,0 days 00:00:29.986000,0 days 00:00:37.571000,0 days 00:00:24.918000,Ferrari,4.0,Pre-Season Testing
0 days 01:32:06.897000,LEC,16,19.0,2.0,HARD,1.0,True,0 days 00:01:52.861000,0 days 00:00:49.912000,0 days 00:00:37.327000,0 days 00:00:25.622000,Ferrari,12.0,Pre-Season Testing
0 days 01:33:39.767000,LEC,16,20.0,2.0,HARD,2.0,True,0 days 00:01:32.870000,0 days 00:00:29.675000,0 days 00:00:37.503000,0 days 00:00:25.692000,Ferrari,12.0,Pre-Season Testing
0 days 01:35:12.615000,LEC,16,21.0,2.0,HARD,3.0,True,0 days 00:01:32.848000,0 days 00:00:29.603000,0 days 00:00:37.559000,0 days 00:00:25.686000,Ferrari,12.0,Pre-Season Testing
0 days 01:36:45.650000,LEC,16,22.0,2.0,HARD,4.0,True,0 days 00:01:33.035000,0 days 00:00:29.891000,0 days 00:00:37.450000,0 days 00:00:25.694000,Ferrari,12.0,Pre-Season Testing
0 days 01:38:18.204000,LEC,16,23.0,2.0,HARD,5.0,True,0 days 00:01:32.554000,0 days 00:00:29.606000,0 days 00:00:37.360000,0 days 00:00:25.588000,Ferrari,12.0,Pre-Season Testing
0 days 01:39:50.935000,LEC,16,24.0,2.0,HARD,6.0,True,0 days 00:01:32.731000,0 days 00:00:29.724000,0 days 00:00:37.445000,0 days 00:00:25.562000,Ferrari,12.0,Pre-Season Testing
0 days 01:41:23.733000,LEC,16,25.0,2.0,HARD,7.0,True,0 days 00:01:32.798000,0 days 00:00:29.611000,0 days 00:00:37.691000,0 days 00:00:25.496000,Ferrari,11.0,Pre-Season Testing
0 days 01:42:56.527000,LEC,16,26.0,2.0,HARD,8.0,True,0 days 00:01:32.794000,0 days 00:00:29.640000,0 days 00:00:37.532000,0 days 00:00:25.622000,Ferrari,11.0,Pre-Season Testing
0 days 01:44:29.469000,LEC,16,27.0,2.0,HARD,9.0,True,0 days 00:01:32.942000,0 days 00:00:29.733000,0 days 00:00:37.534000,0 days 00:00:25.675000,Ferrari,10.0,Pre-Season Testing
0 days 01:46:02.283000,LEC,16,28.0,2.0,HARD,10.0,True,0 days 00:01:32.814000,0 days 00:00:29.702000,0 days 00:00:37.470000,0 days 00:00:25.642000,Ferrari,10.0,Pre-Season Testing
0 days 01:47:34.941000,LEC,16,29.0,2.0,HARD,11.0,True,0 days 00:01:32.658000,0 days 00:00:29.765000,0 days 00:00:37.441000,0 days 00:00:25.452000,Ferrari,8.0,Pre-Season Testing
0 days 01:49:07.405000,LEC,16,30.0,2.0,HARD,12.0,True,0 days 00:01:32.464000,0 days 00:00:29.742000,0 days 00:00:37.338000,0 days 00:00:25.384000,Ferrari,8.0,Pre-Season Testing
0 days 01:50:40.638000,LEC,16,31.0,2.0,HARD,13.0,True,0 days 00:01:33.233000,0 days 00:00:29.602000,0 days 00:00:37.965000,0 days 00:00:25.666000,Ferrari,9.0,Pre-Season Testing
0 days 01:52:16.853000,LEC,16,32.0,2.0,HARD,14.0,True,0 days 00:01:36.215000,0 days 00:00:29.569000,0 days 00:00:37.256000,0 days 00:00:29.390000,Ferrari,7.0,Pre-Season Testing
0 days 01:54:42.983000,LEC,16,33.0,3.0,MEDIUM,1.0,True,0 days 00:02:26.130000,0 days 00:01:02.979000,0 days 00:00:47.620000,0 days 00:00:35.531000,Ferrari,10.0,Pre-Season Testing
0 days 01:56:49.592000,LEC,16,34.0,3.0,MEDIUM,2.0,True,0 days 00:02:06.609000,0 days 00:00:44.063000,0 days 00:00:49.303000,0 days 00:00:33.243000,Ferrari,10.0,Pre-Season Testing
0 days 01:59:13.311000,LEC,16,35.0,3.0,MEDIUM,3.0,True,0 days 00:02:23.719000,0 days 00:00:46.464000,0 days 00:00:56.402000,0 days 00:00:40.853000,Ferrari,10.0,Pre-Season Testing
0 days 02:01:37.171000,LEC,16,36.0,3.0,MEDIUM,4.0,True,0 days 00:02:23.860000,0 days 00:00:53.584000,0 days 00:00:53.889000,0 days 00:00:36.387000,Ferrari,10.0,Pre-Season Testing
0 days 02:04:03.063000,LEC,16,37.0,3.0,MEDIUM,5.0,True,0 days 00:02:25.892000,0 days 00:00:52.231000,0 days 00:00:53.937000,0 days 00:00:39.724000,Ferrari,10.0,Pre-Season Testing
0 days 02:06:17.886000,LEC,16,38.0,3.0,MEDIUM,6.0,True,0 days 00:02:14.823000,0 days 00:00:40.310000,0 days 00:00:54.903000,0 days 00:00:39.610000,Ferrari,10.0,Pre-Season Testing
0 days 02:07:50.386000,LEC,16,39.0,3.0,MEDIUM,7.0,True,0 days 00:01:32.500000,0 days 00:00:29.082000,0 days 00:00:37.662000,0 days 00:00:25.756000,Ferrari,10.0,Pre-Season Testing
0 days 02:09:22.620000,LEC,16,40.0,3.0,MEDIUM,8.0,True,0 days 00:01:32.234000,0 days 00:00:29.238000,0 days 00:00:37.407000,0 days 00:00:25.589000,Ferrari,10.0,Pre-Season Testing
0 days 02:10:53.906000,LEC,16,41.0,3.0,MEDIUM,9.0,True,0 days 00:01:31.286000,0 days 00:00:28.968000,0 days 00:00:37.178000,0 days 00:00:25.140000,Ferrari,10.0,Pre-Season Testing
0 days 02:12:25.832000,LEC,16,42.0,3.0,MEDIUM,10.0,True,0 days 00:01:31.926000,0 days 00:00:29.130000,0 days 00:00:37.573000,0 days 00:00:25.223000,Ferrari,10.0,Pre-Season Testing
0 days 02:13:57.884000,LEC,16,43.0,3.0,MEDIUM,11.0,True,0 days 00:01:32.052000,0 days 00:00:29.019000,0 days 00:00:37.142000,0 days 00:00:25.891000,Ferrari,10.0,Pre-Season Testing
0 days 02:15:30.699000,LEC,16,44.0,3.0,MEDIUM,12.0,True,0 days 00:01:32.815000,0 days 00:00:29.468000,0 days 00:00:37.794000,0 days 00:00:25.553000,Ferrari,9.0,Pre-Season Testing
0 days 02:17:02.599000,LEC,16,45.0,3.0,MEDIUM,13.0,True,0 days 00:01:31.900000,0 days 00:00:29.278000,0 days 00:00:37.013000,0 days 00:00:25.609000,Ferrari,9.0,Pre-Season Testing
0 days 02:18:34.449000,LEC,16,46.0,3.0,MEDIUM,14.0,True,0 days 00:01:31.850000,0 days 00:00:29.173000,0 days 00:00:37.172000,0 days 00:00:25.505000,Ferrari,9.0,Pre-Season Testing
